URL,Term Counts
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-8,197,687,1,0
https://www.latimes.com/business/story/2019-09-23/solarcity-tesla-merger-shareholder-lawsuit,26,21,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-5,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-6,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-7,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-72,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-71,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-70,197,687,1,0
https://en.wikipedia.org/wiki/Falcon_1,5,17,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-slate20191204-30,197,687,1,0
https://en.wikipedia.org/wiki/The_Guardian,0,0,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-69,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk,197,687,1,0
https://en.wikipedia.org/wiki/Falcon_9,5,28,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-67,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-66,197,687,1,0
https://en.wikipedia.org/wiki/File:Vice_President_Pence_at_the_Kennedy_Space_Center_(49946170631).jpg,0,5,0,0
https://en.wikipedia.org/wiki/Nouriel_Roubini,0,0,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-65,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-auto6-119,197,687,1,0
https://en.wikipedia.org/wiki/ElonJet,3,62,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-64,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-63,197,687,1,0
https://en.wikipedia.org/wiki/Starlink_satellite_services_in_Ukraine,0,16,0,0
https://en.wikipedia.org/wiki/Mars,0,1,0,0
https://web.archive.org/web/20210521225002/https://www.reviewjournal.com/business/tourism/boring-co-underground-loop-to-be-put-to-the-test-2358258/,2,0,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-3,197,687,1,0
https://en.wikipedia.org/wiki/Battery_electric_vehicle,7,0,0,0
https://web.archive.org/web/20200623023744/https://www.nytimes.com/2018/09/27/business/elon-musk-sec-lawsuit-tesla.html,34,36,0,0
https://en.wikipedia.org/wiki/Spinal_cord_injuries,0,1,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-61,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-60,197,687,1,0
https://en.wikipedia.org/wiki/Commercial_Resupply_Services,0,1,0,0
https://en.wikipedia.org/wiki/Satellite_flare,0,5,0,0
https://en.wikipedia.org/wiki/The_Boring_Company,21,106,2,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-58,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-57,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-56,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-55,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-53,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-52,197,687,1,0
https://en.wikipedia.org/wiki/File:Elon_Musk_at_the_Tesla_Annual_Shareholder_Meeting_today_(14155033430).jpg,4,5,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-51,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-wp2015-324,197,687,1,0
https://en.wikipedia.org/wiki/Universal_basic_income,0,2,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-:7-15,197,687,1,0
https://en.wikipedia.org/wiki/Space_farming,0,0,0,0
https://web.archive.org/web/20210316052411/https://interestingengineering.com/elon-musk-the-story-of-a-maverick,86,154,31,0
https://en.wikipedia.org/wiki/COVID-19_lockdowns,0,0,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-94,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-92,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-91,197,687,1,0
https://en.wikipedia.org/wiki/IEEE_Honorary_Membership,1,1,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-90,197,687,1,0
https://www.independent.co.uk/life-style/gadgets-and-tech/elon-musk-spacex-starlink-nasa-b1984423.html,0,10,0,0
https://en.wikipedia.org/wiki/Wealth_tax,0,0,0,0
https://www.mercurynews.com/2012/08/13/greg-kouri-early-investor-in-paypal-dies-in-new-york-2/,1,6,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-89,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-88,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-87,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-86,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-85,197,687,1,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-84,197,687,1,0
https://en.wikipedia.org/wiki/Plug-in_electric_vehicles_in_the_United_States#Government_support,101,0,0,0
https://www.cnbc.com/2019/12/20/elon-musks-college-friend-on-why-hes-different-from-everyone-else.html,3,23,0,0
https://en.wikipedia.org/wiki/Rocket_Science_Games,0,1,0,0
https://web.archive.org/web/20170701083413/http://www.nytimes.com/2012/05/23/science/space/spacexs-private-cargo-rocket-heads-to-space-station.html,8,16,0,0
https://en.wikipedia.org/wiki/Mike_Pence,0,1,0,0
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-ironman-44,197,687,1,0
https://en.wikipedia.org/wiki/File:SpaceX_Crew-2_Crew_Walkout_(NHQ202104230007).jpg,0,9,0,0
